Wed Feb 17 03:49:41 UTC 2010, 4372, 100, Charging
Wed Feb 17 03:49:56 UTC 2010, 4373, 100, Charging
Wed Feb 17 03:50:10 UTC 2010, 4372, 100, Charging
Wed Feb 17 03:50:25 UTC 2010, 4371, 100, Charging
Wed Feb 17 03:50:40 UTC 2010, 4376, 100, Charging
Wed Feb 17 03:50:55 UTC 2010, 4374, 100, Charging
Wed Feb 17 03:51:10 UTC 2010, 4371, 100, Charging
Wed Feb 17 03:51:25 UTC 2010, 4375, 100, Charging
Wed Feb 17 03:51:40 UTC 2010, 4372, 100, Charging
Wed Feb 17 03:51:55 UTC 2010, 4369, 100, Charging
Wed Feb 17 03:52:11 UTC 2010, 4373, 100, Charging
Wed Feb 17 03:52:26 UTC 2010, 4373, 100, Charging
Wed Feb 17 03:52:41 UTC 2010, 4373, 100, Charging
Wed Feb 17 03:52:56 UTC 2010, 4375, 100, Charging
Wed Feb 17 03:53:11 UTC 2010, 4375, 100, Charging
Wed Feb 17 03:53:26 UTC 2010, 4373, 100, Charging
Wed Feb 17 03:53:41 UTC 2010, 4375, 100, Charging
Wed Feb 17 03:53:56 UTC 2010, 4376, 100, Charging
Wed Feb 17 03:54:11 UTC 2010, 4377, 100, Charging
Wed Feb 17 03:54:26 UTC 2010, 4372, 100, Charging
Wed Feb 17 03:54:41 UTC 2010, 4374, 100, Discharging
Wed Feb 17 03:54:56 UTC 2010, 4377, 100, Discharging
Wed Feb 17 03:55:11 UTC 2010, 4378, 100, Discharging
Wed Feb 17 03:55:26 UTC 2010, 4374, 100, Discharging
Wed Feb 17 03:55:41 UTC 2010, 4375, 100, Discharging
Wed Feb 17 03:55:56 UTC 2010, 4376, 100, Discharging
Wed Feb 17 03:56:11 UTC 2010, 4378, 100, Discharging
Wed Feb 17 03:56:27 UTC 2010, 4374, 100, Discharging
Wed Feb 17 03:56:42 UTC 2010, 4376, 100, Discharging
Wed Feb 17 03:56:57 UTC 2010, 4371, 100, Discharging
Wed Feb 17 03:57:12 UTC 2010, 4374, 100, Discharging
Wed Feb 17 03:57:27 UTC 2010, 4374, 100, Discharging
Wed Feb 17 03:57:42 UTC 2010, 4375, 100, Discharging
Wed Feb 17 03:57:57 UTC 2010, 4377, 100, Discharging
Wed Feb 17 03:58:12 UTC 2010, 4376, 100, Discharging
Wed Feb 17 03:58:27 UTC 2010, 4376, 100, Discharging
Wed Feb 17 03:58:42 UTC 2010, 4375, 100, Discharging
Wed Feb 17 03:58:57 UTC 2010, 4377, 100, Discharging
Wed Feb 17 03:59:12 UTC 2010, 4373, 100, Discharging
Wed Feb 17 03:59:27 UTC 2010, 4374, 100, Discharging
Wed Feb 17 03:59:42 UTC 2010, 4375, 100, Discharging
Wed Feb 17 03:59:57 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:00:12 UTC 2010, 4373, 100, Discharging
Wed Feb 17 04:00:27 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:00:42 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:00:58 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:01:13 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:01:28 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:01:43 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:01:58 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:02:13 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:02:28 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:02:43 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:02:58 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:03:13 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:03:29 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:03:44 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:03:59 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:04:14 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:04:29 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:04:44 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:04:59 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:05:14 UTC 2010, 4373, 100, Discharging
Wed Feb 17 04:05:29 UTC 2010, 4373, 100, Discharging
Wed Feb 17 04:05:44 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:05:59 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:06:14 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:06:29 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:06:44 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:07:00 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:07:15 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:07:30 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:07:45 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:08:00 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:08:15 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:08:30 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:08:45 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:09:00 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:09:15 UTC 2010, 4372, 100, Discharging
Wed Feb 17 04:09:30 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:09:45 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:10:00 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:10:15 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:10:30 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:10:45 UTC 2010, 4373, 100, Discharging
Wed Feb 17 04:11:00 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:11:16 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:11:31 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:11:46 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:12:01 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:12:16 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:12:31 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:12:46 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:13:01 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:13:16 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:13:31 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:13:46 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:14:01 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:14:16 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:14:31 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:14:46 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:15:01 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:15:16 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:15:31 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:15:46 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:16:02 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:16:17 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:16:32 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:16:47 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:17:02 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:17:17 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:17:32 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:17:47 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:18:02 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:18:17 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:18:32 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:18:47 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:19:02 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:19:17 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:19:32 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:19:47 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:20:02 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:20:17 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:20:32 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:20:47 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:21:02 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:21:17 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:21:32 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:21:47 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:22:02 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:22:18 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:22:33 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:22:48 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:23:03 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:23:18 UTC 2010, 4373, 100, Discharging
Wed Feb 17 04:23:33 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:23:48 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:24:03 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:24:18 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:24:33 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:24:48 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:25:03 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:25:18 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:25:33 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:25:48 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:26:03 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:26:18 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:26:33 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:26:49 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:27:04 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:27:19 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:27:34 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:27:49 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:28:04 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:28:19 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:28:34 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:28:49 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:29:04 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:29:19 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:29:34 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:29:49 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:30:04 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:30:19 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:30:34 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:30:49 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:31:04 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:31:20 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:31:35 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:31:50 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:32:05 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:32:20 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:32:35 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:32:50 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:33:05 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:33:20 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:33:35 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:33:50 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:34:05 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:34:20 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:34:35 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:34:50 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:35:05 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:35:20 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:35:36 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:35:51 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:36:06 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:36:21 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:36:36 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:36:51 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:37:06 UTC 2010, 4373, 100, Discharging
Wed Feb 17 04:37:21 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:37:36 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:37:51 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:38:06 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:38:21 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:38:36 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:38:51 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:39:06 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:39:21 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:39:36 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:39:51 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:40:07 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:40:22 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:40:37 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:40:52 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:41:07 UTC 2010, 4380, 100, Discharging
Wed Feb 17 04:41:22 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:41:37 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:41:52 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:42:07 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:42:22 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:42:37 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:42:52 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:43:07 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:43:22 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:43:37 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:43:52 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:44:07 UTC 2010, 4379, 100, Discharging
Wed Feb 17 04:44:22 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:44:38 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:44:53 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:45:08 UTC 2010, 4377, 100, Discharging
Wed Feb 17 04:45:23 UTC 2010, 4376, 100, Discharging
Wed Feb 17 04:45:38 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:45:53 UTC 2010, 4378, 100, Discharging
Wed Feb 17 04:46:08 UTC 2010, 4374, 100, Discharging
Wed Feb 17 04:46:23 UTC 2010, 4375, 100, Discharging
Wed Feb 17 04:46:38 UTC 2010, 4376, 100, Discharging
